last_name, first_name,pitch_hand,active_spin_fourseam,active_spin_sinker,active_spin_cutter,active_spin_changeup,active_spin_fastball,active_spin_slider,active_spin_curve
Hand, Brad,L,77.1,79.6,,,,79.8,
Castillo, José,L,77.1,,,,,40.6,
Greinke, Zack,R,77.1,79.8,,67.6,,36,80.5
Adam, Jason,R,77,,,82.9,,,80.9
May, Trevor,R,77,,,88.5,,26.5,80.3
Arrieta, Jake,R,76.9,87,,85.5,,34.2,80.7
Mariñez, Jhan,R,76.9,92.1,,,,17.3,
Mazzoni, Cory,R,76.9,,,,,27.1,
Axford, John,R,76.8,90.8,,,,34.3,82.1
Minor, Mike,L,76.8,,,93.3,,36.7,48.7
Rodón, Carlos,L,76.8,85,,84.7,,38.2,
Smith, Burch,R,76.8,,,83.9,,,85
Richard, Clayton,L,76.8,86.4,,79.3,,23.9,
Sánchez, Aníbal,R,76.7,87,55.3,64.3,,30.1,32.4
Gómez, Roberto,R,76.7,87.1,,,,23.6,61.3
Hicks, Jordan,R,76.6,85.2,,,,58,
Romano, Sal,R,76.5,91,,74.8,,14.1,26.6
Ramirez, Noé,R,76.4,,,63,,,60.4
Fry, Jace,L,76.4,74.6,13.5,75.3,,,77.6
Leclerc, José,R,76.3,79.4,,77.8,,47.8,72.9
Soria, Joakim,R,76.3,,,61.3,,76.3,100
Fulmer, Michael,R,76.3,90.7,,70.4,,39.3,
Bedrosian, Cam,R,76.2,,,,,51.2,
Knebel, Corey,R,76.2,,,,,,91.6
Cessa, Luis,R,76.1,,,75.6,,17.5,48.8
Araújo, Pedro,R,76.1,82.2,,76.1,,52.1,
Urías, Julio,L,76,,,86.9,,22.4,
Martin, Chris,R,76,,33.4,,,27.7,
deGrom, Jacob,R,75.9,80.8,,76.9,,28.6,40.5
Darvish, Yu,R,75.8,75.5,36.9,55,,55.6,86.9
Barnette, Tony,R,75.8,83.1,51.9,,,,52.8
Cook, Ryan,R,75.7,86.8,,,,40.4,
Samardzija, Jeff,R,75.6,89.4,55.9,,,39.7,41
Montgomery, Mike,L,75.6,86.7,36,86.6,,,59.2
Cloyd, Tyler,R,75.4,86.7,46.2,,,,49.9
Romero, Fernando,R,75.4,90.9,,85.7,,14.9,
Brach, Brad,R,75.3,73.5,,68.9,,34.6,
Márquez, Germán,R,75.3,81.2,,79.9,,15.6,52
Busenitz, Alan,R,75.2,,,,,,71.3
Bracho, Silvino,R,75.2,,,62.2,,34.7,
Strop, Pedro,R,75.1,84.6,23.7,,,26.1,
Alcantara, Sandy,R,75,84.1,,79.7,,22.3,33.2
Brice, Austin,R,75,88.7,,,,,41
Gonzalez, Merandy,R,75,,54.9,88.5,,,70.7
Holland, Greg,R,74.9,,,,,26.8,58.2
Quackenbush, Kevin,R,74.8,,,,,30.3,88.4
García, Luis,R,74.7,86,,,,42.9,
Hudson, Daniel,R,74.7,,,91.9,,12.8,
O'Day, Darren,R,74.6,80,,,,35.2,
Cecil, Brett,L,74.5,83.6,32.7,79.4,,,37.7
Santos, Luis,R,74.4,82.9,,88.1,,,32.9
Marshall, Evan,R,74.3,81.5,,75.9,,,52.3
Barraclough, Kyle,R,74.2,,,80.4,,66.4,
Davis, Wade,R,74,67.9,35.1,,,,65.4
Bumgarner, Madison,L,74,68.8,24.8,77.2,,,55.6
Bard, Luke,R,73.9,,,,,33.8,
Norris, Daniel,L,73.9,75.3,,52.1,,32.6,87
Vázquez, Felipe,L,73.9,,,68.4,,58.1,64.7
McGowin, Kyle,R,73.6,84,,,,33.7,
Holder, Jonathan,R,73.5,,30.7,81.3,,55.7,
Bassitt, Chris,R,73.5,89.2,34.7,85.6,,,86.4
Kingham, Nick,R,73.5,84.5,33,86.5,,14.1,62
Edwards, Jon,R,73.2,,,,,17.3,
Scott, Tanner,L,73.2,,,,,21.3,
Mejía, Adalberto,L,72.8,76,,74.7,,18.8,
Nuño, Vidal,L,72.8,,,93.4,,42.6,49.9
Taillon, Jameson,R,72.8,82.8,,68.1,,36.1,80.8
Holmes, Clay,R,72.7,82.5,19.9,,,,68
Jackson, Edwin,R,72.6,86.8,38.8,94.5,,14.9,50.4
Pressly, Ryan,R,72.6,73.9,,,,27.4,87.4
Tillman, Chris,R,72.5,80.9,,75.9,,23.3,86.8
Duffey, Tyler,R,72.5,74.4,,80.1,,,80.6
Vincent, Nick,R,72.4,,50.2,88.8,,,
Chacín, Jhoulys,R,72.3,85.3,,67.3,,60.5,
Houser, Adrian,R,72.2,,,81.3,,,81.3
Despaigne, Odrisamer,R,72.1,89.2,19.7,73.8,,52.3,90.3
Toussaint, Touki,R,72.1,85.2,,,,,89.3
Ramos, AJ,R,72,80.2,52.6,70,,55,77.6
Moronta, Reyes,R,71.6,,,,,56.1,
Voth, Austin,R,71.4,,,46.3,,,79.3
López, Pablo,R,71.4,82.2,,88.2,,,66.5
Johnson, DJ,R,71.4,,,,,,59.3
Hu, Chih-Wei,R,71.4,,,75.5,,33.8,
Winkler, Dan,R,71.3,82.5,44.3,,,,47.3
Fillmyer, Heath,R,71.2,82.5,,79.3,,17.8,46.2
Bass, Anthony,R,71.2,87.8,,,,27.6,
Teheran, Julio,R,71.1,82.9,,87.8,,25.4,63.8
Flaherty, Jack,R,71,74.3,,77.8,,31.1,86.4
Gossett, Daniel,R,70.8,88.2,,66.3,,28,51.8
Reed, Addison,R,70.7,77.9,,,,32.9,
Boyer, Blaine,R,70.7,77.5,,,,32.6,59.4
Shields, James,R,70.5,72.4,35.8,84.5,,,49.3
Coleman, Louis,R,70.1,69.2,,,,23.5,
Kluber, Corey,R,70,81.1,26.7,69.5,,,68.1
Torres, Carlos,R,69.9,,46.3,,,,71
McRae, Alex,R,69.8,80.9,,,,29.1,
Montas, Frankie,R,69.6,82.3,,91.6,,25.9,
Junis, Jakob,R,69.2,82.7,,58.6,,68.8,68.9
Pelham, CD,L,69.1,,,,,32.9,
Rusin, Chris,L,69,78.9,27.7,75.2,,14.6,30.3
Flynn, Brian,L,68.9,75.5,,,,18.4,
Dull, Ryan,R,68.9,,,38.4,,37.1,
Duensing, Brian,L,68.8,84.4,,84.7,,45.4,81.2
Williams, Trevor,R,68.7,80.4,,84.4,,34.3,
Snelten, D.J.,L,68.6,,,65.1,,,
Crick, Kyle,R,68.5,86.1,,,,76.5,
Edwards Jr., Carl,R,68.4,,,,,,78.8
Valdez, Framber,L,67.7,77.1,,76.9,,,82.1
Osich, Josh,L,67.5,,33.5,87.2,,,
Mikolas, Miles,R,67.3,83.3,,88.8,,22,83.6
Cordero, Jimmy,R,67.1,83.3,16.4,78.1,,45.2,
Tarpley, Stephen,L,67,69.1,,,,26.2,
Martinez, Carlos,R,67,81.6,31,77,,59.5,56.1
Pruitt, Austin,R,67,,,68.7,,17.7,43.4
Chatwood, Tyler,R,66.9,81.9,30.3,75.8,,,80
Hale, David,R,66.9,87.4,,82.8,,,48.7
Strickland, Hunter,R,66.8,80.5,,92.8,,51.3,
Glasnow, Tyler,R,66.8,,,72.7,,70.2,76.4
Lynn, Lance,R,66.8,65.2,27.4,72.8,,,70.1
Adams, Chance,R,66.7,,,,,38.8,73.6
Hernández, Félix,R,66.7,78.6,,53.8,,31.4,68.4
VerHagen, Drew,R,66.7,79.5,,,,40.2,88.9
Musgrave, Harrison,L,66.7,81.4,,71.4,,32.8,
Stephens, Jackson,R,66.7,85.6,,87.6,,31,92.7
Sims, Lucas,R,66.6,85.3,,79.8,,,66.6
Oberg, Scott,R,66.6,64.4,,74.2,,32.3,
Boxberger, Brad,R,66.5,,,86.8,,41,
Cuevas, William,R,66,69,,85.3,,34.9,87.8
Treinen, Blake,R,65.9,80.6,30.1,,,31.6,
Givens, Mychal,R,65.9,,,64.6,,30.3,
Ramos, Edubray,R,65.7,76.2,,81.7,,49.5,
Cishek, Steve,R,65.4,82.4,,,,69.6,
Wainwright, Adam,R,65.4,78.1,38.9,90.9,,,100
McCarthy, Kevin,R,65.2,75.1,,83.5,,22.3,30.1
Santana, Ervin,R,65.1,73.5,,82,,27.6,
Law, Derek,R,64.9,,,,,30.4,56.3
Paredes, Edward,L,64.9,,,,,61.2,
Kelly, Casey,R,64.9,76.5,,97.6,,20,50.6
Suter, Brent,L,64.8,69,,85.9,,32.3,50.4
Senzatela, Antonio,R,64.6,,,65.2,,38.7,56.7
Fried, Max,L,64.5,,,74.8,,,98.2
Stratton, Chris,R,64.4,66.7,54.8,63.3,,27.7,82
Barnes, Jacob,R,64.1,,31.3,,,,
Freeland, Kyle,L,64,72.7,,77.7,,24.3,17.7
Blackburn, Paul,R,64,66,,70,,35,85.7
Bettis, Chad,R,64,66.5,30.3,61.2,,,58
Cingrani, Tony,L,63.9,,,,,53.1,
Thompson, Jake,R,63.6,80,,64.7,,67.3,
Hutchison, Drew,R,63.5,79.1,,71.1,,34.6,
Rosario, Randy,L,63,85.6,,85.3,,22.2,
Musgrove, Joe,R,62.7,58.3,32.8,54.2,,35.6,59
Stewart, Kohl,R,62.6,72.8,,80.6,,33.7,73
Triggs, Andrew,R,62.2,70.9,,79,,23.3,68.8
Sabathia, CC,L,62.2,79.5,45.9,57.9,,55.4,
Garcia, Yimi,R,62.1,,,74.7,,20.7,51.6
Suero, Wander,R,62.1,,47.8,53.4,,,74.5
Keller, Brad,R,61.8,73.1,,63.9,,37.4,
Biddle, Jesse,L,61.7,59.9,,,,20.6,91.7
Bummer, Aaron,L,61.6,71.1,24.3,77.2,,39.8,
Peters, Dillon,L,61.4,,,70.4,,,84.3
Festa, Matthew,R,61.3,,,,,33,
Makita, Kazuhisa,R,61.2,80.4,,,,51.9,63.6
Baumann, Buddy,L,61,72.3,,,,42.2,
Williams, Taylor,R,60.8,,,,,17.8,
Suárez, Ranger,L,60.6,81.8,,77,,45.4,
Gray, Sonny,R,60.5,72.1,38.8,83.1,,61.4,89.2
García, Jaime,L,59.6,69.9,,71.5,,47.7,74.8
Keuchel, Dallas,L,58.7,63.7,35.5,81.4,,54.9,
Shackelford, Kevin,R,58.6,82.9,,,,26.6,
Dyson, Sam,R,58,83.7,29.7,81.9,,71.7,
Yarbrough, Ryan,L,57.3,91.5,37.8,88.1,,,52.6
Ramírez, JC,R,56.9,,,,,32.2,74.1
Domínguez, Seranthony,R,56.8,75.3,,90.3,,29.2,
Stroman, Marcus,R,56.5,53.7,29.3,81.4,,52.1,
Fry, Paul,L,56.4,,,,,72.6,
Barlow, Scott,R,56.1,,,,,50.9,89.7
Reed, Cody,L,55.7,79.8,,82.5,,24.6,
Zamora, Daniel,L,55.5,,,,,80,
Leake, Mike,R,55.3,68.5,29,73.5,,38.7,74
Maton, Phil,R,55.1,,46.3,,,,81.7
Lockett, Walker,R,55,75.3,,85.7,,,49.6
Burnes, Corbin,R,54.9,,,,,28.5,67.5
Hall, Matt,L,54.4,,,,,,95.3
Bradford, Chasen,R,54,60,,58,,21.7,
Melancon, Mark,R,52.6,,37.1,,,,67.5
Soroka, Mike,R,51.5,75.3,,72.8,,33.7,
Coulombe, Danny,L,50.8,64,,,,19.5,87.4
Ross, Tyson,R,49.4,51.4,35.7,48.7,,25.2,
Richards, Garrett,R,44,57.8,,,,26.7,97.4
Turnbull, Spencer,R,43.7,84.3,,,,25.6,64.4
Gregerson, Luke,R,42.4,50.6,,,,39.7,
Duke, Zach,L,42.2,70,,72.3,,56.3,79.8
Jennings, Dan,L,42.1,59,,,,46.4,
Wright, Kyle,R,41.2,,,,,31.2,82.5
Guerrieri, Taylor,R,39.8,92.2,,,,,100
Maples, Dillon,R,39.4,,,,,72.5,
Olson, Tyler,L,32.5,51.7,,54.8,,,87.4
